iniNr,id,Tipo,iniTipo,iniDescTipo,iniLeg,iniSel,dataInicioleg,dataFimleg,iniTitulo,iniTextoSubst,iniLinkTexto,iniEventos,iniAutorDeputados,iniAutorOutros,iniId,iniAutorGruposParlamentares,iniTextoSubstCampo,fase,iniAutorOutros_sigla,iniAutorOutros_nome,autor,resultado,reuniao,tipoReuniao,PSD,CH,IL,BE,PS,L,PCP,PAN,data,descricao,iniAnexos,idComissao,nomeComissao,competenteComissao,unanime,ausencias,António Maló De Abreu (Ninsc),peticoes,iniObs,publicacao,iniciativasOrigem,ano,leg
20,92820,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,Elimina o chamado “adicional ao ISP” e a dupla tributação dos combustíveis (IVA sobre ISP),NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338324e544d774e545179597931694f4445314c5451354d6d5174595455355a53316a5a6a5177596d466959546b344d5467755a47396a65413d3d&fich=6530542c-b815-492d-a59e-cf40baba9818.docx&Inline=true,,,,121353,PCP,,Votação na generalidade,G,Grupos Parlamentares,PCP,Rejeitado,9,RP,Abstenção,A Favor,A Favor,A Favor,Contra,A Favor,A Favor,Abstenção,2022-04-22,,,8329,Comissão de Orçamento e Finanças,S,,,,,,,,2022,l15
2,92872,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,Altera a Lei de Enquadramento Orçamental,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396a5a6d566b4e545934597930344f4751784c5451305a6a4974595451344e4330344e5455785a6d46684d445177596d51755a47396a65413d3d&fich=cfed568c-88d1-44f2-a484-8551faa040bd.docx&Inline=true,,,,121385,,,Votação na especialidade,V,Governo,Governo,Aprovado,9,RP,Abstenção,Abstenção,Abstenção,Abstenção,A Favor,Abstenção,Contra,Contra,2022-04-22,Proposta de alteração do PS – emenda do n.º 2 (renumerado como 5) do artigo 36.º da Lei de Enquadramento Orçamental,,,,,,,,,,,,2022,l15
2,92873,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,Altera a Lei de Enquadramento Orçamental,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396a5a6d566b4e545934597930344f4751784c5451305a6a4974595451344e4330344e5455785a6d46684d445177596d51755a47396a65413d3d&fich=cfed568c-88d1-44f2-a484-8551faa040bd.docx&Inline=true,,,,121385,,,Votação na especialidade,V,Governo,Governo,Aprovado,9,RP,A Favor,Abstenção,Abstenção,Abstenção,A Favor,A Favor,Abstenção,A Favor,2022-04-22,"N.º 4 do artigo 39.º da Lei de Enquadramento Orçamental, constante do artigo 2.º",,,,,,,,,,,,2022,l15
2,92874,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,Altera a Lei de Enquadramento Orçamental,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396a5a6d566b4e545934597930344f4751784c5451305a6a4974595451344e4330344e5455785a6d46684d445177596d51755a47396a65413d3d&fich=cfed568c-88d1-44f2-a484-8551faa040bd.docx&Inline=true,,,,121385,,,Votação na especialidade,V,Governo,Governo,Rejeitado,9,RP,A Favor,A Favor,A Favor,Abstenção,Contra,A Favor,Contra,A Favor,2022-04-22,Proposta de alteração do PSD – aditamento de uma alínea d) ao artigo 40.º da Lei de Enquadramento Orçamental,,,,,,,,,,,,2022,l15
2,92875,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,Altera a Lei de Enquadramento Orçamental,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396a5a6d566b4e545934597930344f4751784c5451305a6a4974595451344e4330344e5455785a6d46684d445177596d51755a47396a65413d3d&fich=cfed568c-88d1-44f2-a484-8551faa040bd.docx&Inline=true,,,,121385,,,Votação na especialidade,V,Governo,Governo,Rejeitado,9,RP,A Favor,Abstenção,A Favor,Abstenção,Contra,Abstenção,Contra,A Favor,2022-04-22,Proposta de alteração do PSD – aditamento de uma alínea e) ao artigo 40.º da Lei de Enquadramento Orçamental,,,,,,,,,,,,2022,l15
31,92826,I,R,Projeto de Resolução,XV,1,2022-03-29,2023-09-14,Recomenda ao Governo que promova uma campanha de informação que permita aos consumidores finais acompanhar e compreender a formação e evolução dos preços dos combustíveis,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338784d6d5132595451334e5331684d6a45324c5451324d6d51744f4455354e533035596a51305a6a63794d5459775a5467755a47396a65413d3d&fich=12d6a475-a216-462d-8595-9b44f72160e8.docx&Inline=true,,,,121406,CH,,Votação na generalidade,G,Grupos Parlamentares,CH,Rejeitado,9,RP,Contra,A Favor,A Favor,A Favor,Contra,Abstenção,Abstenção,A Favor,2022-04-22,,,8335,Comissão de Ambiente e Energia,S,,,,,,,,2022,l15
2,92876,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,Altera a Lei de Enquadramento Orçamental,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396a5a6d566b4e545934597930344f4751784c5451305a6a4974595451344e4330344e5455785a6d46684d445177596d51755a47396a65413d3d&fich=cfed568c-88d1-44f2-a484-8551faa040bd.docx&Inline=true,,,,121385,,,Votação na especialidade,V,Governo,Governo,Rejeitado,9,RP,A Favor,A Favor,A Favor,Abstenção,Contra,Abstenção,Contra,A Favor,2022-04-22,Proposta de alteração do PSD – aditamento de uma alínea f) ao artigo 40.º da Lei de Enquadramento Orçamental,,,,,,,,,,,,2022,l15
2,92877,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,Altera a Lei de Enquadramento Orçamental,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396a5a6d566b4e545934597930344f4751784c5451305a6a4974595451344e4330344e5455785a6d46684d445177596d51755a47396a65413d3d&fich=cfed568c-88d1-44f2-a484-8551faa040bd.docx&Inline=true,,,,121385,,,Votação na especialidade,V,Governo,Governo,Rejeitado,9,RP,A Favor,A Favor,A Favor,Contra,Contra,Abstenção,Contra,A Favor,2022-04-22,Proposta de alteração do PSD – aditamento de uma alínea g) ao artigo 40.º da Lei de Enquadramento Orçamental,,,,,,,,,,,,2022,l15
1,92843,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,"Consagra um pacote de medidas, de natureza extraordinária e temporária, para fazer face aos efeitos decorrentes do aumento dos preços dos combustíveis",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396b4d444d345a54557a4e5330794e6d45324c5451794f4759744f4755774d7930794d6a6c6b4d7a557a59574a6b5a6a63755a47396a65413d3d&fich=d038e535-26a6-428f-8e03-229d353abdf7.docx&Inline=true,,,,121384,,,Votação na especialidade,V,Governo,Governo,Aprovado,9,RP,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,Contra,Abstenção,2022-04-22,Corpo do artigo 1.º,,,,,,,,,,,,2022,l15
1,92844,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,"Consagra um pacote de medidas, de natureza extraordinária e temporária, para fazer face aos efeitos decorrentes do aumento dos preços dos combustíveis",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396b4d444d345a54557a4e5330794e6d45324c5451794f4759744f4755774d7930794d6a6c6b4d7a557a59574a6b5a6a63755a47396a65413d3d&fich=d038e535-26a6-428f-8e03-229d353abdf7.docx&Inline=true,,,,121384,,,Votação na especialidade,V,Governo,Governo,Rejeitado,9,RP,Abstenção,A Favor,A Favor,Abstenção,Contra,Contra,Abstenção,Abstenção,2022-04-22,Proposta de alteração da IL – emenda do n.º 1 do artigo 2.º ,,,,,,,,,,,,2022,l15
1,92841,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,"Consagra um pacote de medidas, de natureza extraordinária e temporária, para fazer face aos efeitos decorrentes do aumento dos preços dos combustíveis",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396b4d444d345a54557a4e5330794e6d45324c5451794f4759744f4755774d7930794d6a6c6b4d7a557a59574a6b5a6a63755a47396a65413d3d&fich=d038e535-26a6-428f-8e03-229d353abdf7.docx&Inline=true,,,,121384,,,Votação na especialidade,V,Governo,Governo,Rejeitado,9,RP,Contra,A Favor,Abstenção,A Favor,Contra,A Favor,Contra,A Favor,2022-04-22,Proposta de alteração do PAN – emenda da alínea c) do artigo 1.º,,,,,,,,,,,,2022,l15
1,92845,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,"Consagra um pacote de medidas, de natureza extraordinária e temporária, para fazer face aos efeitos decorrentes do aumento dos preços dos combustíveis",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396b4d444d345a54557a4e5330794e6d45324c5451794f4759744f4755774d7930794d6a6c6b4d7a557a59574a6b5a6a63755a47396a65413d3d&fich=d038e535-26a6-428f-8e03-229d353abdf7.docx&Inline=true,,,,121384,,,Votação na especialidade,V,Governo,Governo,Aprovado,9,RP,A Favor,Abstenção,A Favor,A Favor,A Favor,A Favor,A Favor,Abstenção,2022-04-22,Proposta de alteração do PS – emenda do n.º 1 do artigo 2.º ,,,,,,,,,,,,2022,l15
1,92862,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,"Consagra um pacote de medidas, de natureza extraordinária e temporária, para fazer face aos efeitos decorrentes do aumento dos preços dos combustíveis",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396b4d444d345a54557a4e5330794e6d45324c5451794f4759744f4755774d7930794d6a6c6b4d7a557a59574a6b5a6a63755a47396a65413d3d&fich=d038e535-26a6-428f-8e03-229d353abdf7.docx&Inline=true,,,,121384,,,Votação na especialidade,V,Governo,Governo,Rejeitado,9,RP,Contra,A Favor,Abstenção,A Favor,Contra,A Favor,Contra,A Favor,2022-04-22,Proposta de alteração do PAN – aditamento de um novo artigo 5.º ,,,,,,,,,,,,2022,l15
1,92864,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,"Consagra um pacote de medidas, de natureza extraordinária e temporária, para fazer face aos efeitos decorrentes do aumento dos preços dos combustíveis",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396b4d444d345a54557a4e5330794e6d45324c5451794f4759744f4755774d7930794d6a6c6b4d7a557a59574a6b5a6a63755a47396a65413d3d&fich=d038e535-26a6-428f-8e03-229d353abdf7.docx&Inline=true,,,,121384,,,Votação na especialidade,V,Governo,Governo,Aprovado,9,RP,A Favor,A Favor,Abstenção,A Favor,A Favor,A Favor,Abstenção,A Favor,2022-04-22,Artigo 5.º,,,,,,,,,,,,2022,l15
1,92866,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,"Consagra um pacote de medidas, de natureza extraordinária e temporária, para fazer face aos efeitos decorrentes do aumento dos preços dos combustíveis",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396b4d444d345a54557a4e5330794e6d45324c5451794f4759744f4755774d7930794d6a6c6b4d7a557a59574a6b5a6a63755a47396a65413d3d&fich=d038e535-26a6-428f-8e03-229d353abdf7.docx&Inline=true,,,,121384,,,Votação final global,V,Governo,Governo,Aprovado,9,RP,A Favor,Abstenção,A Favor,A Favor,A Favor,A Favor,Abstenção,Abstenção,2022-04-22,,,,,,,,,,,,,2022,l15
13,92813,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,Plano Estratégico para a Soberania Alimentar Nacional,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396b596a51784f4464685a53316c4e5749324c5451774e545974596a6b314e69316b4d4455324d6a4d77597a6b785a6d59755a47396a&fich=db4187ae-e5b6-4056-b956-d056230c91ff.doc&Inline=true,,,,121346,PCP,,Votação na generalidade,G,Grupos Parlamentares,PCP,Rejeitado,9,RP,Contra,Contra,Contra,A Favor,Contra,Abstenção,A Favor,Contra,2022-04-22,,,8331,Comissão de Agricultura e Pescas,S,,,,,,,,2022,l15
14,92814,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,Aprova medidas urgentes para a produção de cereais,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338774e54566c4e6d4a6b5a4330795a474e694c54517a4d7a63745954426a5a6930325a57466a5a44566c596a6c6d4d5745755a47396a&fich=055e6bdd-2dcb-4337-a0cf-6eacd5eb9f1a.doc&Inline=true,,,,121347,PCP,,Votação na generalidade,G,Grupos Parlamentares,PCP,Rejeitado,9,RP,Contra,Abstenção,Contra,A Favor,Contra,A Favor,A Favor,A Favor,2022-04-22,,,8331,Comissão de Agricultura e Pescas,S,,,,,,,,2022,l15
15,92815,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,Medidas para melhoria do funcionamento da cadeia agroalimentar,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338314d5463345a4746694e7930344e3249354c5451354e6a6774596d5978595331685a4452685a54646d4d574a694f5449755a47396a&fich=5178dab7-87b9-4968-bf1a-ad4ae7f1bb92.doc&Inline=true,,,,121348,PCP,,Votação na generalidade,G,Grupos Parlamentares,PCP,Rejeitado,9,RP,Contra,Abstenção,Contra,A Favor,Contra,A Favor,A Favor,Abstenção,2022-04-22,,,8331,Comissão de Agricultura e Pescas,S,,,,,,,,2022,l15
51,92824,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,Reduz os impostos sobre os combustíveis e elimina a dupla tributação,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338784e544932595449324f5331694e5467784c54526a4d5751744f5455324e79316d597a686d5a6a49774f5759784e4449755a47396a&fich=1526a269-b581-4c1d-9567-fc8ff209f142.doc&Inline=true,,,,121414,BE,,Votação na generalidade,G,Grupos Parlamentares,BE,Rejeitado,9,RP,Abstenção,A Favor,A Favor,A Favor,Contra,A Favor,A Favor,Abstenção,2022-04-22,,,8329,Comissão de Orçamento e Finanças,S,,,,,,,,2022,l15
50,92823,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,Cria uma medida de apoio aos custos com a gasolina na atividade da pequena pesca artesanal e costeira (Gasolina Verde),NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338794d6a67305a4455344f43316b4e5441784c54517a4e6a4d74596a68694e4331695a446c68597a55335a474d354d7a59755a47396a65413d3d&fich=2284d588-d501-4363-b8b4-bd9ac57dc936.docx&Inline=true,,,,121413,PCP,,Votação na generalidade,G,Grupos Parlamentares,PCP,Rejeitado,9,RP,Abstenção,A Favor,Contra,A Favor,Contra,A Favor,A Favor,Contra,2022-04-22,,,8331,Comissão de Agricultura e Pescas,S,,,,,,,,2022,l15
49,92822,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,"Redução do IVA da eletricidade e do gás para a taxa reduzida de 6% (Alteração ao Código do Imposto sobre o Valor Acrescentado, aprovado pelo Decreto-Lei n.º 394-B/84, de 26 de dezembro)
",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396b4d5446694e446c6d5a4330334d445a6d4c5451334f5745744f54677a4e6931694e6a68684f575a685a6a63775a6d55755a47396a65413d3d&fich=d11b49fd-706f-479a-9836-b68a9faf70fe.docx&Inline=true,,,,121412,IL,,Votação na generalidade,G,Grupos Parlamentares,IL,Rejeitado,9,RP,A Favor,A Favor,A Favor,A Favor,Contra,A Favor,A Favor,Abstenção,2022-04-22,,,,,,,,,,,,,2022,l15
16,92816,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,Reduz o preço dos combustíveis através do nível de incorporação de biocombustíveis,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338334f474979596d49784d5330784d3256684c54526d4d5745744f4446694d7930314e5745324e544e6c4e32566c4f4451755a47396a&fich=78b2bb11-13ea-4f1a-81b3-55a653e7ee84.doc&Inline=true,,,,121349,PCP,,Votação na generalidade,G,Grupos Parlamentares,PCP,Rejeitado,9,RP,Contra,Abstenção,Contra,Abstenção,Contra,Abstenção,A Favor,A Favor,2022-04-22,,,8335,Comissão de Ambiente e Energia,S,,,,,,,,2022,l15
9,92825,I,R,Projeto de Resolução,XV,1,2022-03-29,2023-09-14,Regime extraordinário de apoio ao gasóleo colorido e marcado por forma a repor o preço praticado em janeiro de 2021,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338314f5759334e7a4e6a4e5330794f546b7a4c5451324d6a41744f544135597930794e7a4d79597a68694e444d334d6a49755a47396a&fich=59f773c5-2993-4620-909c-2732c8b43722.doc&Inline=true,,,,121345,PCP,,Votação na generalidade,G,Grupos Parlamentares,PCP,Rejeitado,9,RP,Contra,A Favor,Contra,A Favor,Contra,A Favor,A Favor,Contra,2022-04-22,,,8331,Comissão de Agricultura e Pescas,S,,,,,,,,2022,l15
7,92834,I,R,Projeto de Resolução,XV,1,2022-03-29,2023-09-14,"Previsão no Programa Nacional de Reformas – 2022 de uma adaptação do Plano Nacional da Água às alterações climáticas, como medida de combate à seca",SIM,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c3259533831597a4d30597a67784f4330304d3259344c5451304d445974595455344d5330305a5455304d324e6b4f446335595759755a47396a65413d3d&fich=5c34c818-43f8-4406-a581-4e543cd879af.docx&Inline=true,,,,121340,PAN,Substituição de título e texto de iniciativa em 2022-04-21.,Votação na generalidade,G,Grupos Parlamentares,PAN,Aprovado,9,RP,Abstenção,Abstenção,Abstenção,A Favor,Abstenção,A Favor,A Favor,A Favor,2022-04-22,,,8335,Comissão de Ambiente e Energia,S,,,,,,,,2022,l15
38,92821,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,Fixa um desconto extraordinário sobre o preço por litro de combustível ,SIM,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338774f4441785a444a6d4f53316a4d6a5a694c5451795a6a41745954417a5a4330794f5745344d5442684d6a5a6c4d324d755a47396a65413d3d&fich=0801d2f9-c26b-42f0-a03d-29a810a26e3c.docx&Inline=true,,,,121387,CH,Substituição de texto de iniciativa em 2022-04-13.,Votação na generalidade,G,Grupos Parlamentares,CH,Rejeitado,9,RP,Abstenção,A Favor,A Favor,A Favor,Contra,Abstenção,Abstenção,Contra,2022-04-22,,,8335,Comissão de Ambiente e Energia,S,,,,,,,,2022,l15
17,92817,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,"Reduz do IVA da eletricidade e do gás para a taxa reduzida de 6% (Alteração ao Código do Imposto sobre o Valor Acrescentado, aprovado pelo Decreto-Lei n.º 394-B/84, de 26 de dezembro)",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595339694d546b32596a4d77595330794d6a59794c5451334e5459744f574d314e793168593251774f5751795a6a45774d7a45755a47396a&fich=b196b30a-2262-4756-9c57-acd09d2f1031.doc&Inline=true,,,,121350,PCP,,Votação na generalidade,G,Grupos Parlamentares,PCP,Rejeitado,9,RP,A Favor,A Favor,A Favor,A Favor,Contra,A Favor,A Favor,Abstenção,2022-04-22,,,8329,Comissão de Orçamento e Finanças,S,,,,,,,,2022,l15
18,92818,I,J,Projeto de Lei,XV,1,2022-03-29,2023-09-14,Fixa um Preço de Referência para combater a especulação e reduzir os preços dos combustíveis e do GPL,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338344f4749784d444e6c597930784e6a45314c545178595751744f5455345a53316b4e6d4d314d4746694f5449784e6d49755a47396a65413d3d&fich=88b103ec-1615-41ad-958e-d6c50ab9216b.docx&Inline=true,,,,121351,PCP,,Votação na generalidade,G,Grupos Parlamentares,PCP,Rejeitado,9,RP,Contra,Contra,Contra,A Favor,Contra,A Favor,A Favor,A Favor,2022-04-22,,,8335,Comissão de Ambiente e Energia,S,,,,,,,,2022,l15
1,92861,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,"Consagra um pacote de medidas, de natureza extraordinária e temporária, para fazer face aos efeitos decorrentes do aumento dos preços dos combustíveis",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396b4d444d345a54557a4e5330794e6d45324c5451794f4759744f4755774d7930794d6a6c6b4d7a557a59574a6b5a6a63755a47396a65413d3d&fich=d038e535-26a6-428f-8e03-229d353abdf7.docx&Inline=true,,,,121384,,,Votação na especialidade,V,Governo,Governo,Rejeitado,9,RP,Abstenção,A Favor,Contra,A Favor,Contra,Abstenção,Abstenção,Contra,2022-04-22,Proposta de alteração do CH – aditamento de um artigo 4.º-A,,,,,,,,,,,,2022,l15
1,92859,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,"Consagra um pacote de medidas, de natureza extraordinária e temporária, para fazer face aos efeitos decorrentes do aumento dos preços dos combustíveis",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396b4d444d345a54557a4e5330794e6d45324c5451794f4759744f4755774d7930794d6a6c6b4d7a557a59574a6b5a6a63755a47396a65413d3d&fich=d038e535-26a6-428f-8e03-229d353abdf7.docx&Inline=true,,,,121384,,,Votação na especialidade,V,Governo,Governo,Rejeitado,9,RP,Contra,A Favor,Abstenção,A Favor,Contra,Abstenção,Contra,A Favor,2022-04-22,Proposta de alteração do CH – aditamento de um n.º 3 ao artigo 4.º ,,,,,,,,,,,,2022,l15
2,92867,I,P,Proposta de Lei,XV,1,2022-03-29,2023-09-14,Altera a Lei de Enquadramento Orçamental,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396a5a6d566b4e545934597930344f4751784c5451305a6a4974595451344e4330344e5455785a6d46684d445177596d51755a47396a65413d3d&fich=cfed568c-88d1-44f2-a484-8551faa040bd.docx&Inline=true,,,,121385,,,Votação na especialidade,V,Governo,Governo,Aprovado,9,RP,Abstenção,Abstenção,Abstenção,Contra,A Favor,A Favor,Contra,A Favor,2022-04-22,Proposta de alteração do PS – aditamento do n.º 2 ao artigo 32.º da Lei de Enquadramento Orçamental,,,,,,,,,,,,2022,l15
